Hash,Author,Date,Subject,Additions,Deletions
1dff1d8,dooodle74,Sun,28 Apr 2024 22:35:45 -0400,should be working now,at least CI passes,1,1
""
24bb3d2,dooodle74,Sun,28 Apr 2024 22:31:38 -0400,some tests are failing in test.py but github CI works,1,1
""
f9767c9,dooodle74,Sun,28 Apr 2024 22:29:50 -0400,"Revert ""revert new image","recollecting static""",1,2
""
04eb8e5,dooodle74,Sun,28 Apr 2024 22:26:06 -0400,revert new image,recollecting static,2,1
""
17abf92,dooodle74,Sun,28 Apr 2024 22:21:41 -0400,"Revert ""collect new staticfile""",0,0
""
c8e7c47,dooodle74,Sun,28 Apr 2024 22:20:39 -0400,test static,0,0
""
04928a2,dooodle74,Sun,28 Apr 2024 22:19:13 -0400,"Revert ""collect new staticfile""",6,12
""
2148fc9,dooodle74,Sun,28 Apr 2024 22:16:16 -0400,collect new staticfile,12,6
""
f615679,dooodle74,Sun,28 Apr 2024 21:46:47 -0400,mix up roles,5,3
""
4bc3be4,dooodle74,Sun,28 Apr 2024 21:35:03 -0400,readme basics,19,9
""
cdc2873,CarlaTabet,Sun,28 Apr 2024 10:59:53 -0400,Fixed button redirecting to wrong page,1,1
""
67c6d48,Ridge R,Sun,28 Apr 2024 01:39:44 -0400,added home image citation,8,0
""
5d2733c,dooodle74,Fri,26 Apr 2024 16:11:06 -0400,html,better bg,better margins,no scroll-x,26,32
""
314ed90,dooodle74,Fri,26 Apr 2024 15:14:58 -0400,same with regular user,14,9
""
6cf2ba5,dooodle74,Fri,26 Apr 2024 15:12:59 -0400,Admin homepage css cleanup,center text,40,15
""
934c6bc,itskevinshi,Thu,25 Apr 2024 22:19:18 -0400,add test cases,62,3
""
e521f13,itskevinshi,Thu,25 Apr 2024 21:10:23 -0400,specify django allauth version,1,1
""
339e37c,itskevinshi,Thu,25 Apr 2024 21:04:09 -0400,remake staticfiles.json,0,1
""
4799eb9,itskevinshi,Thu,25 Apr 2024 20:46:50 -0400,revert to old misc.xml,3,0
""
f3a8f46,itskevinshi,Thu,25 Apr 2024 20:40:32 -0400,test ci,0,3
""
c8e0f39,Ridge R,Thu,25 Apr 2024 19:43:24 -0400,possibly determined whitenoise error,8,2
""
050446b,Ridge R,Thu,25 Apr 2024 19:12:38 -0400,changed back to whitenoise storage,8,5
""
8b2c083,Ridge R,Thu,25 Apr 2024 15:31:51 -0400,added whitenoise to requirements,1,0
""
